image_id,dice
0000071,0.5749128919860628
0000091,0.5788576025744168
0000096,0.6276815024047637
0000098,0.5866286180187525
0000123,0.6955430722290342
0000317,0.6622182680901542
0000323,0.6176847977684797
0000345,0.5476434426229508
0000520,0.6092191571569773
0001126,0.6015503875968993
0008406,0.6121465703055661
0008992,0.6661685966878347
0009872,0.3090946333469889
0010024,0.6567804878048781
0010246,0.5138536802312653
0010265,0.5989790877655196
0010379,0.6063725840661567
0010468,0.653685851547835
0010862,0.57321713514177
0011115,0.6506860638122004
0011117,0.5121064780708217
0011143,0.6107931316434996
0011338,0.3427726600705106
0011367,0.5600588331426704
0011393,0.6485682409817776
0012089,0.4647954329210276
0012116,0.5913062962133094
0012179,0.3603603603603603
0012209,0.455795677799607
0012391,0.5683771815576973
0012662,0.5192660550458715
0012666,0.5964912280701754
0012702,0.6645131518227965
0012706,0.4464415132627917
0012742,0.1606532472464868
0012790,0.5545596579228682
0012810,0.5349104649252505
0012856,0.3969754253308128
0012940,0.5711522520033159
0012945,0.2651542006380716
0013000,0.568104038329911
0013001,0.5343065693430656
0013055,0.6625129802699896
0013063,0.6072274555169944
0013134,0.1884510339445961
0013189,0.5686952271219581
0013196,0.6678571428571428
0013198,0.4694114236010437
0013201,0.5759019741320627
0013208,0.576852418860992
0013212,0.5359389038634321
0013227,0.6916629907366564
0013233,0.6848989298454221
0013306,0.3622283865002311
0013360,0.147150599441616
0013409,0.6584965255843336
0013567,0.0410572235052604
0013573,0.596757591353577
0013596,0.4298795180722891
0013652,0.6197183098591549
0013684,0.5146691808551939
0013740,0.6593789300570765
0013762,0.6611500701262272
0013798,0.6853333333333333
0013807,0.5063437139561707
0013835,0.5479113694151835
0013958,0.5781828842514858
0013972,0.677369146618046
0013981,0.5943675120585032
0013982,0.3922874399876103
0014032,0.6539465101108937
0014045,0.3069292696952271
0014046,0.6913961875321999
0014061,0.6803093396787626
0014069,0.6530218602657523
0014074,0.6517857142857143
0014080,0.551553852703278
0014114,0.6644308216730351
0014183,0.6851393837769859
0014187,0.5377456049638056
0014248,0.4847788627225732
0014299,0.4717789022966134
0014393,0.6447140381282496
0014476,0.6981348637015782
0014525,0.5657939476368582
0014547,0.1599724185485261
0014596,0.6912442396313364
0014612,0.6888522026240333
0014613,0.6532624205474121
0014632,0.5778611632270169
0014641,0.6930091185410334
0014684,0.602730087250211
0014716,0.6839948202437689
0015005,0.5042364400560411
